Status,Row,Distance_m,Group,Plant No.,treatment2,treatment1,Harvest Date,date,initials2,initials,Time_groupa,Time_group,time3,TimeFromSun,time2,time,Pod,Pod2,Pod3,FreshPodWeight_g,Abort2,Abort3,Pod_status,fresh_podWeight_g,developedSeeds2,developedSeeds,undevelopedSeeds,seedSum,CommericalGrade,CommericalGrade2,dry weight_g,nots_a,notes_b
DONE,4,3.04,a,65,open,open,,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.5532,Fl,1,Fl,2.5532,2,2,0,2,Y,1,0.6656,,
DONE,4,3.04,a,65,open,open,,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.4724,Fl,1,Fl,2.4724,2,2,0,2,Y,1,0.6384,,
DONE,4,3.04,a,65,open,open,,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-3,3,1,2.4015,Fl,1,Fl,2.4015,2,2,0,2,Y,1,0.6114,"tag said row 7, plant found in row 4",
DONE,4,3.04,a,66,open,open,16-Aug-21,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,3.7332,Fl,1,Fl,3.7332,2,2,0,2,Y,1,0.8848,,
DONE,4,3.04,a,66,open,open,16-Aug-21,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.8274,Fl,1,Fl,2.8274,2,2,0,2,Y,1,0.7284,,
DONE,4,3.04,a,67,open,open,16-Aug-21,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-3,3,1,2.7434,Fl,1,Fl,2.7434,2,2,0,2,Y,1,0.6923,,
DONE,4,3.04,a,67,open,open,16-Aug-21,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-4,4,1,2.7538,Fl,1,Fl,2.7538,2,2,0,2,Y,1,0.7509,,
DONE,5,3.8,a,93,bagged,bagged,,6-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.8153,Fl,1,Fl,1.8153,2,2,0,2,Y,1,0.4941,,
DONE,5,3.8,a,93,bagged,bagged,,6-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.5803,Fl,1,Fl,1.5803,2,2,0,2,Y,1,0.4083,,
DONE,5,3.8,a,93,bagged,bagged,16-Aug-21,6-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-6,6,1,2.4066,Fl,1,Fl,2.4066,2,2,0,2,Y,1,0.5963,,
DONE,5,3.8,a,75,open,open,,6-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.2072,Fl,1,Fl,2.2072,2,2,0,2,Y,1,0.5486,,
DONE,5,3.8,a,75,open,open,,6-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.6069,Fl,1,Fl,2.6069,2,2,0,2,Y,1,0.6301,,
DONE,5,3.8,a,75,open,open,,6-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-3,3,1,3.046,Fl,1,Fl,3.046,2,2,0,2,Y,1,0.7458,,
DONE,5,3.8,a,86,open,open,,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.3162,Fl,1,Fl,2.3162,2,2,0,2,Y,1,0.6004,,
DONE,5,3.8,a,87,open,open,,7/7-8/2021,MR,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.1089,Fl,1,Fl,2.1089,2,2,0,2,Y,1,0.5535,,
DONE,5,3.8,a,87,open,open,16-Aug-21,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-4,4,1,3.1781,Fl,1,Fl,3.1781,2,2,0,2,Y,1,0.8618,,
DONE,5,3.8,a,88,open,open,,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.9049,Fl,1,Fl,1.9049,2,2,0,2,Y,1,0.5155,,
DONE,5,3.8,a,90,open,open,,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.0961,Fl,1,Fl,2.0961,2,2,0,2,Y,1,0.5539,,
DONE,6,4.56,b,94,bagged,bagged,16-Aug-21,6-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.5342,Fl,1,Fl,2.5342,2,2,0,2,Y,1,0.7099,,
DONE,6,4.56,b,96,bagged,bagged,16-Aug-21,6-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.1422,Fl,1,Fl,2.1422,2,2,0,2,Y,1,0.4579,,
DONE,6,4.56,b,95,open,open,16-Aug-21,7-Jul-21,NA,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.1287,Fl,1,Fl,2.1287,2,2,0,2,Y,1,0.5795,,
DONE,6,4.56,b,97,open,open,16-Aug-21,6-Jul-21,NA,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.8511,Fl,1,Fl,2.8511,2,2,0,2,Y,1,0.7554,,
DONE,6,4.56,b,97,open,open,16-Aug-21,6-Jul-21,NA,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.7649,Fl,1,Fl,2.7649,2,2,0,2,Y,1,0.8124,,
DONE,6,4.56,b,97,open,open,16-Aug-21,6-Jul-21,NA,NA,NA,NA,NA,,NA,NA,pod-3,3,1,2.9144,Fl,1,Fl,2.9144,2,2,0,2,Y,1,0.8257,,
DONE,6,4.56,b,98,open,open,16-Aug-21,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-4,4,1,2.5685,Fl,1,Fl,2.5685,2,2,0,2,Y,1,0.6998,,
DONE,6,4.56,b,101,open,open,,6-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.4628,Fl,1,Fl,2.4628,2,2,0,2,Y,1,0.6506,,
DONE,6,4.56,b,103,open,open,,6-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.4724,Fl,1,Fl,2.4724,2,2,0,2,Y,1,0.6435,,
DONE,6,4.56,b,103,open,open,,6-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.7853,Fl,1,Fl,2.7853,2,2,0,2,Y,1,0.7274,,
DONE,6,4.56,b,103,open,open,,6-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-3,3,1,2.7266,Fl,1,Fl,2.7266,2,2,0,2,Y,1,0.7013,,
DONE,7,5.32,b,104,open,open,16-Aug-21,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,3.5357,Fl,1,Fl,3.5357,2,2,0,2,Y,1,0.8899,,
DONE,7,5.32,b,104,open,open,16-Aug-21,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.8136,Fl,1,Fl,2.8136,2,2,0,2,Y,1,0.7609,,
DONE,7,5.32,b,105,open,open,16-Aug-21,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,3.4748,Fl,1,Fl,3.4748,2,2,0,2,Y,1,0.9124,,
DONE,7,5.32,b,222,open,open,16-Aug-21,7-Jul-21,YD,NA,NA,NA,NA,,NA,NA,pod-1,1,1,3.2546,Fl,1,Fl,3.2546,2,2,0,2,Y,1,0.8153,,
DONE,7,5.32,b,222,open,open,16-Aug-21,7-Jul-21,YD,NA,NA,NA,NA,,NA,NA,pod-2,2,1,3.2796,Fl,1,Fl,3.2796,2,2,0,2,Y,1,0.8195,,
DONE,7,5.32,b,222,open,open,16-Aug-21,7-Jul-21,YD,NA,NA,NA,NA,,NA,NA,pod-4,4,1,2.464,Fl,1,Fl,2.464,2,2,0,2,Y,1,0.65,,
,7,5.32,b,223,open,open,,17-Jul-21,kce,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.6,Fl,1,Fl,1.6,2,2,0,2,Y,1,0.7533,,
DONE,7,5.32,b,300,open,open,16-Aug-21,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,3.4793,Fl,1,Fl,3.4793,2,2,0,2,Y,1,0.9089,"104B, but had to rename for R",
DONE,7,5.32,b,300,open,open,16-Aug-21,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.8892,Fl,1,Fl,2.8892,2,2,0,2,Y,1,0.7226,"104B, but had to rename for R",
DONE,8,6.08,b,106,bagged,bagged,16-Aug-21,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.4655,Fl,1,Fl,2.4655,2,2,0,2,Y,1,0.6559,,
DONE,8,6.08,b,106,bagged,bagged,16-Aug-21,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.4638,Fl,1,Fl,2.4638,2,2,0,2,Y,1,0.6199,,
DONE,8,6.08,b,110,bagged,bagged,16-Aug-21,7-Jul-21,YD,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.1381,Fl,1,Fl,2.1381,2,2,0,2,Y,1,0.5377,,
DONE,8,6.08,b,110,bagged,bagged,16-Aug-21,7-Jul-21,YD,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.8451,Fl,1,Fl,2.8451,2,2,0,2,Y,1,0.759,,
DONE*,8,6.08,b,115,bagged,bagged,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.2933,Fl,1,Fl,2.2933,2,2,0,2,Y,1,0.5701,,
DONE*,8,6.08,b,115,bagged,bagged,16-Aug-21,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,3.5918,Fl,1,Fl,3.5918,2,2,0,2,Y,1,0.8896,,
DONE,8,6.08,b,116,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.7678,Fl,1,Fl,2.7678,2,2,0,2,Y,1,0.7302,,
DONE,8,6.08,b,116,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.355,Fl,1,Fl,2.355,2,2,0,2,Y,1,0.6275,,
DONE,8,6.08,b,108,open,open,16-Aug-21,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.8153,Fl,1,Fl,2.8153,2,2,0,2,Y,1,0.7829,,
DONE,8,6.08,b,108,open,open,16-Aug-21,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-3,3,1,2.4928,Fl,1,Fl,2.4928,2,2,0,2,Y,1,0.6665,,
DONE,8,6.08,b,109,open,open,16-Aug-21,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-2,2,1,3.334,Fl,1,Fl,3.334,2,2,0,2,Y,1,0.8668,,
DONE,8,6.08,b,113,open,open,16-Aug-21,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-1,1,1,3.1754,Fl,1,Fl,3.1754,2,2,0,2,Y,1,0.7928,,
DONE,9,6.84,b,204,bagged,bagged,16-Aug-21,,AE,NA,NA,NA,NA,,NA,NA,pod-3,3,1,1.3252,Fl,1,Fl,1.3252,2,2,0,2,Y,1,0.2856,,
DONE,9,6.84,b,123,open,open,,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.4899,Fl,1,Fl,2.4899,2,2,0,2,Y,1,0.693,,
DONE,9,6.84,b,125,open,open,,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.4381,Fl,1,Fl,2.4381,2,2,0,2,Y,1,0.6437,,
DONE,9,6.84,b,125,open,open,,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-3,3,1,2.7319,Fl,1,Fl,2.7319,2,2,0,2,Y,1,0.7064,,
DONE,9,6.84,b,208,open,open,16-Aug-21,15-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.0287,Fl,1,Fl,2.0287,2,2,0,2,Y,1,0.4533,,
DONE,9,6.84,b,209,open,open,16-Aug-21,15-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.4527,Fl,1,Fl,2.4527,2,2,0,2,Y,1,0.5392,,
DONE,9,6.84,b,209,open,open,16-Aug-21,15-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.5326,Fl,1,Fl,2.5326,2,2,0,2,Y,1,0.5785,,
,9,6.84,b,211,open,open,24-Aug-21,15-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.4208,Fl,1,Fl,2.4208,2,2,0,2,Y,1,0.8434,found in Dec,
,9,6.84,b,212,open,open,24-Aug-21,16-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.5644,Fl,1,Fl,1.5644,2,2,0,2,Y,1,0.5391,found in Dec 202l,
DONE,10,7.6,b,129,bagged,bagged,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.6721,Fl,1,Fl,1.6721,2,2,0,2,Y,1,0.4333,,
DONE,10,7.6,b,129,bagged,bagged,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-3,3,1,2.3461,Fl,1,Fl,2.3461,2,2,0,2,Y,1,0.6232,,
DONE,10,7.6,b,129,bagged,bagged,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-4,4,1,2.2649,Fl,1,Fl,2.2649,2,2,0,2,Y,1,0.6199,,
DONE,10,7.6,b,129,bagged,bagged,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-5,5,1,2.5155,Fl,1,Fl,2.5155,2,2,0,2,Y,1,0.6665,,
DONE,10,7.6,b,129,bagged,bagged,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-6,6,1,2.264,Fl,1,Fl,2.264,2,2,0,2,Y,1,0.647,,
DONE,10,7.6,b,129,bagged,bagged,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-9,9,1,1.664,Fl,1,Fl,1.664,2,2,0,2,Y,1,0.4571,,
DONE,10,7.6,b,130,bagged,cntrl,16-Aug-21,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.4205,Fl,1,Fl,2.4205,2,2,0,2,Y,1,0.5903,,
DONE (Check),10,7.6,b,131,bagged,bagged,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.0841,Fl,1,Fl,2.0841,2,2,0,2,Y,1,0.5234,,
DONE,10,7.6,b,133,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.6958,Fl,1,Fl,1.6958,2,2,0,2,Y,1,0.4506,,
DONE,10,7.6,b,133,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-3,3,1,1.8478,Fl,1,Fl,1.8478,2,2,0,2,Y,1,0.4871,,
,10,7.6,b,217,bagged,bagged,24-Aug-21,last 2 wks july,AE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.1784,Fl,1,Fl,1.1784,2,2,0,2,Y,1,0.4803,found in Dec 202l,
,10,7.6,b,217,bagged,bagged,24-Aug-21,last 2 wks july,AE,NA,NA,NA,NA,,NA,NA,pod-3,3,1,1.8848,Fl,1,Fl,1.8848,2,2,0,2,Y,1,0.6441,found in Dec 202l,
DONE,10,7.6,b,132,open,open,,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.6896,Fl,1,Fl,1.6896,2,2,0,2,Y,1,0.4373,,
DONE,10,7.6,b,132,open,open,,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.0252,Fl,1,Fl,2.0252,2,2,0,2,Y,1,0.5346,,
DONE,10,7.6,b,134,open,open,,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.1878,Fl,1,Fl,2.1878,2,2,0,2,Y,1,0.5326,,
DONE,11,8.36,c,153,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.5048,Fl,1,Fl,2.5048,2,2,0,2,Y,1,0.6739,,
DONE,11,8.36,c,153,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.3904,Fl,1,Fl,2.3904,2,2,0,2,Y,1,0.6368,,
DONE,11,8.36,c,153,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-3,3,1,2.8089,Fl,1,Fl,2.8089,2,2,0,2,Y,1,0.777,,
,11,8.36,c,219,bagged,bagged,,last 2 wks july,,AE,NA,NA,NA,,NA,NA,pod-2,2,1,2.2161,Fl,1,Fl,Fl,2,2,0,2,Y,1,0.7713,,
,11,8.36,c,219,bagged,bagged,,last 2 wks july,,AE,NA,NA,NA,,NA,NA,pod-3,3,1,2.5889,Fl,1,Fl,Fl,2,2,0,2,Y,1,0.8979,,
DONE,11,8.36,c,152,open,open,,9-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.3566,Fl,1,Fl,2.3566,2,2,0,2,Y,1,0.6149,,
DONE,11,8.36,c,155,open,open,,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.9803,Fl,1,Fl,1.9803,2,2,0,2,Y,1,0.5341,,
DONE,11,8.36,c,155,open,open,,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.0999,Fl,1,Fl,2.0999,2,2,0,2,Y,1,0.513,,
DONE,11,8.36,c,156,open,open,,9-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.094,Fl,1,Fl,2.094,2,2,0,2,Y,1,0.5382,,
,13,9.88,c,169,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.8,Fl,1,Fl,1.8,2,2,0,2,Y,1,0.5202,,
,13,9.88,c,177,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.5,Fl,1,Fl,1.5,2,2,0,2,Y,1,0.3964,,
,13,9.88,c,177,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-3,3,1,1.4855,Fl,1,Fl,1.4855,2,2,0,2,Y,1,0.3291,,
DONE,13,9.88,c,180,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.9661,Fl,1,Fl,1.9661,2,2,0,2,Y,1,0.5093,,
DONE,13,9.88,c,180,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-3,3,1,2.0534,Fl,1,Fl,2.0534,2,2,0,2,Y,1,0.5882,,
DONE,13,9.88,c,171,open,open,,9-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.7,Fl,1,Fl,1.7,2,2,0,2,Y,1,0.44,44383,
DONE,14,10.64,c,181,bagged,cntrl,13-Aug-21,4-7July21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.5,Fl,1,Fl,1.5,2,2,0,2,Y,1,0.3791,,
DONE,14,10.64,c,187,open,open,13-Aug-21,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.8,Fl,1,Fl,1.8,2,2,0,2,Y,1,0.4521,44384,
DONE,14,10.64,c,187,open,open,13-Aug-21,9-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.9,Fl,1,Fl,1.9,2,2,0,2,Y,1,0.512,44386,
,14,10.64,c,188,open,open,,5-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.243,Fl,1,Fl,1.243,2,2,0,2,Y,1,0.2774,,
?,14,10.64,c,188,open,open,,5-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.2433,Fl,1,Fl,1.2433,2,2,0,2,Y,1,0.275,,
DONE,15,11.4,c,199,open,open,16-Aug-21,6-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.2088,Fl,1,Fl,2.2088,2,2,0,2,Y,1,0.5819,,
DONE,15,11.4,c,200,open,open,13-Aug-21,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-3,3,1,1.7,Fl,1,Fl,1.7,2,2,0,2,Y,1,0.4291,44384,200(prev199)
DONE,10,7.6,b,227,cross,cross,,7-Jul-21,KCE,KCE,early,early,850,2,850,8:50:00 AM,pod-1,1,1,3.2228,Fl,1,Fl,3.2228,3,3,0,3,Y,1,,,
DONE,10,7.6,b,140,cross,cross,,7-Jul-21,KCE,KCE,mid,early,1010,4,1010,10:10:00 AM,pod-1,1,1,2.5865,Fl,1,Fl,2.5865,3,3,0,3,Y,1,0.7059,,
DONE,10,7.6,b,138,cross,cross,,7-Jul-21,KCE,KCE,mid,early,1021,4,1021,10:21:00 AM,pod-2,2,1,3.5201,Fl,1,Fl,3.5201,3,3,0,3,Y,1,1.0252,,
,1,0.76,a,2,cross,cross,9-Aug-21,11-Jul-21,KCE,KCE,mid,early,1058,4,1058,10:58am,pod-1,1,1,1.8741,Fl,1,Fl,1.8741,3,3,0,3,Y,1,0.4939,,
DONE,2,1.52,a,13,bagged,bagged,,8-Jul-21,KCE,NA,NA,NA,1138,5,1138,11:38:00 AM,pod-1,1,1,3.0981,Fl,1,Fl,3.0981,3,3,0,3,Y,1,0.839,,
,2,1.52,a,25,cross,cross,,5-Jul-21,KCE,KCE,afternoon,afternoon,1301,7,1301,1:01:00 PM,pod-2,2,1,3.0231,Fl,1,Fl,3.0231,3,3,0,3,Y,1,0.8197,"25,28,32",
DONE,6,4.56,b,96,bagged,bagged,16-Aug-21,6-Jul-21,,NA,NA,NA,1323,7,1323,1:23:00 PM,pod-3,3,1,3.7619,Fl,1,Fl,3.7619,3,3,0,3,Y,1,1.011,,
DONE,8,6.08,b,114,bagged,bagged,16-Aug-21,7-Jul-21,YD,NA,NA,NA,1358,7,1358,1:58:00 PM,pod-1,1,1,3.4207,Fl,1,Fl,3.4207,3,3,0,3,Y,1,0.9112,,
DONE,5,3.8,a,92,bagged,bagged,,6-Jul-21,KCE,NA,NA,NA,1400,8,1400,2:00:00 PM,pod-1,1,1,2.6522,Fl,1,Fl,2.6522,3,3,0,3,Y,1,0.6842,,
DONE,6,4.56,b,100,bagged,bagged,16-Aug-21,6-Jul-21,,NA,NA,NA,1405,8,1405,2:05:00 PM,pod-2,2,1,4.1533,Fl,1,Fl,4.1533,3,3,0,3,Y,1,1.1209,,
DONE,12,9.12,c,162,bagged,cntrl,16-Aug-21,7-Jul-21,,NA,NA,NA,1438,8,1438,1438,pod-2,2,1,3.9714,Fl,1,Fl,3.9714,3,3,0,3,Y,1,0.9409,,
DONE,13,9.88,c,174,bagged,cntrl,13-Aug-21,7-Jul-21,,NA,NA,NA,1858,11,1858,1858,pod-1,1,1,2.7,Fl,1,Fl,2.7,3,3,0,3,Y,1,0.7477,,
DONE,1,0.76,a,3,open,open,,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-3,3,1,3.2206,Fl,1,Fl,3.2206,3,3,0,3,Y,1,0.8162,,
DONE,1,0.76,a,3,open,open,,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-6,6,1,3.3432,Fl,1,Fl,3.3432,3,3,0,3,Y,1,0.9288,,
DONE,2,1.52,a,15,open,open,,8-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-2,2,1,3.385,Fl,1,Fl,3.385,3,3,0,3,Y,1,0.9052,,
DONE,2,1.52,a,18,open,open,,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-2,2,1,3.2868,Fl,1,Fl,3.2868,3,3,0,3,Y,1,0.8996,,
DONE,3,2.28,a,36,bagged,bagged,,5-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,3.628,Fl,1,Fl,3.628,3,3,0,3,Y,1,0.9744,,
DONE,3,2.28,a,36,bagged,bagged,,5-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-4,4,1,2.8104,Fl,1,Fl,2.8104,3,3,0,3,Y,1,0.6935,,
DONE,3,2.28,a,39,bagged,bagged,16-Aug-21,5-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-3,3,1,3.9199,Fl,1,Fl,3.9199,3,3,0,3,Y,1,0.9595,,
DONE,3,2.28,a,40,bagged,bagged,,5-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-3,3,1,3.1672,Fl,1,Fl,3.1672,3,3,0,3,Y,1,0.8475,,
,3,2.28,a,38,open,open,16-Aug-21,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-4,4,1,4.1345,Fl,1,Fl,4.1345,3,3,0,3,Y,1,1.0959,,
Double check,3,2.28,a,41,open,open,,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-2,2,1,3.7617,Fl,1,Fl,3.7617,3,3,0,3,Y,1,1.0259,,
DONE,3,2.28,a,55,open,open,16-Aug-21,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,3.9974,Fl,1,Fl,3.9974,3,3,0,3,Y,1,1.0261,,
DONE??,4,3.04,a,58,bagged,bagged,,6-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.3443,Fl,1,Fl,2.3443,3,3,0,3,Y,1,0.5871,,
DONE??,4,3.04,a,58,bagged,bagged,,6-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-6,6,1,2.9715,Fl,1,Fl,2.9715,3,3,0,3,Y,1,0.7467,,
DONE??,4,3.04,a,58,bagged,bagged,,6-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-9,9,1,3.8511,Fl,1,Fl,3.8511,3,3,0,3,Y,1,1.0467,,
DONE,5,3.8,a,86,open,open,,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-1,1,1,3.3183,Fl,1,Fl,3.3183,3,3,0,3,Y,1,0.895,"blue flag, asked MR",
DONE,5,3.8,a,87,open,open,,7/7-8/2021,MR,NA,NA,NA,NA,,NA,NA,pod-1,1,1,3.2287,Fl,1,Fl,3.2287,3,3,0,3,Y,1,0.8668,,
DONE,5,3.8,a,87,open,open,,7/7-8/2021,MR,NA,NA,NA,NA,,NA,NA,pod-3,3,1,3.1078,Fl,1,Fl,3.1078,3,3,0,3,Y,1,0.7966,,
DONE,5,3.8,a,88,open,open,,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-2,2,1,3.4449,Fl,1,Fl,3.4449,3,3,0,3,Y,1,0.9122,,
DONE,5,3.8,a,88,open,open,16-Aug-21,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-4,4,1,3.3625,Fl,1,Fl,3.3625,3,3,0,3,Y,1,0.832,,
DONE,6,4.56,b,98,open,open,16-Aug-21,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-2,2,1,4.0191,Fl,1,Fl,4.0191,3,3,0,3,Y,1,1.0512,,
DONE,7,5.32,b,104,open,open,16-Aug-21,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-3,3,1,4.5534,Fl,1,Fl,4.5534,3,3,0,3,Y,1,1.2157,,
DONE,9,6.84,b,125,open,open,,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-4,4,1,3.9017,Fl,1,Fl,3.9017,3,3,0,3,Y,1,1.0023,,
,9,6.84,b,210,open,open,16-Aug-21,15-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,3.0309,Fl,1,Fl,3.0309,3,3,0,3,Y,1,0.7089,,
,9,6.84,b,210,open,open,16-Aug-21,15-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.2541,Fl,1,Fl,2.2541,3,3,0,3,Y,1,0.8395,found in Dec,
,9,6.84,b,212,open,open,24-Aug-21,16-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-3,3,1,2.4897,Fl,1,Fl,2.4897,3,3,0,3,Y,1,0.8642,found in Dec 202l,
DONE,10,7.6,b,130,bagged,cntrl,16-Aug-21,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,3.0204,Fl,1,Fl,3.0204,3,3,0,3,Y,1,0.6889,,
