Status,Row,Distance_m,Group,Plant No.,treatment2,treatment1,Harvest Date,date,initials2,initials,Time_groupa,Time_group,time3,TimeFromSun,time2,time,Pod,Pod2,Pod3,FreshPodWeight_g,Abort2,Abort3,Pod_status,fresh_podWeight_g,developedSeeds2,developedSeeds,undevelopedSeeds,seedSum,CommericalGrade,CommericalGrade2,dry weight_g,nots_a,notes_b
,10,7.6,b,217,bagged,bagged,24-Aug-21,last 2 wks july,AE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.9238,Fl,1,Fl,1.9238,3,3,0,3,Y,1,0.7177,found in Dec 202l,
DONE,10,7.6,b,127,open,open,,11-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.9182,Fl,1,Fl,2.9182,3,3,0,3,Y,1,0.6878,,
DONE,14,10.64,c,186,open,open,13-Aug-21,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.8,Fl,1,Fl,1.8,3,3,0,3,Y,1,0.4746,,
DONE,14,10.64,c,186,open,open,13-Aug-21,9-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.5,Fl,1,Fl,2.5,3,3,0,3,Y,1,0.657,44386,
DONE,14,10.64,c,186,open,open,13-Aug-21,9-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-4,4,1,1.2,Fl,1,Fl,1.2,3,3,0,3,Y,1,0.3554,44386,
,14,10.64,c,188,open,open,,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,3.7762,Fl,1,Fl,3.7762,3,3,0,3,Y,1,0.8758,,
DONE,15,11.4,c,197,bagged,cntrl,13-Aug-21,10-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.4,Fl,1,Fl,2.4,3,3,0,3,Y,1,0.5586,,
DONE,10,7.6,b,138,cross,cross,,7-Jul-21,KCE,KCE,mid,early,1043,4,1043,10:43:00 AM,pod-4,4,1,0.3355,Fl,1,Fl,0.3355,0,0,1,1,N,0,0.0657,,
DONE??,2,1.52,a,30,bagged,bagged,16-Aug-21,5-Jul-21,,NA,NA,NA,1500,9,1500,1500,pod-4,4,1,0.3799,Fl,1,Fl,0.3799,0,0,1,1,N,0,0.0604,,
DONE??,1,0.76,a,6,open,open,,11-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,0.0954,Fl,1,Fl,0.0954,0,0,1,1,N,0,0.0863,fell off,
DONE,1,0.76,a,7,open,open,,11-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,0.2431,Fl,1,Fl,0.2431,0,0,1,1,N,0,0.1499,,
,2,1.52,a,26,bagged,bagged,,"7/7/2021, tag says 5july",,NA,NA,NA,NA,,NA,NA,pod-6,6,1,0.4758,Fl,1,Fl,0.4758,0,0,1,1,N,0,0.0807,,
DONE,2,1.52,a,18,open,open,16-Aug-21,8-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-4,4,1,0.8057,Fl,1,Fl,0.8057,0,0,1,1,N,0,0.1889,,
DONE,2,1.52,a,20,open,open,16-Aug-21,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-4,4,1,0.3111,Fl,1,Fl,0.3111,0,0,1,1,N,0,0.1311,,
,3,2.28,a,37,bagged,bagged,,5-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,0.0742,Fl,1,Fl,0.0742,0,0,1,1,N,0,0.0669,,
DONE,3,2.28,a,40,bagged,bagged,,5-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,0.1991,Fl,1,Fl,0.1991,0,0,1,1,N,0,0.0707,,
DONE,5,3.8,a,93,bagged,bagged,16-Aug-21,6-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-4,4,1,0.3697,Fl,1,Fl,0.3697,0,0,1,1,N,0,0.0642,,
DONE,8,6.08,b,116,bagged,cntrl,16-Aug-21,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-4,4,1,0.5521,Fl,1,Fl,0.5521,0,0,1,1,N,0,0.089,,
DONE,11,8.36,c,156,open,open,,9-Jul-21,kce,NA,NA,NA,NA,,NA,NA,pod-1,1,1,0.3868,Fl,1,Fl,0.3868,0,0,1,1,N,0,0.0513,pod yellowing,
DONE,13,9.88,c,167,bagged,cntrl,,10-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,0.0002,Fl,1,Fl,0.0002,0,0,1,1,N,0,0.033,,
DONE,13,9.88,c,170,open,open,16-Aug-21,6-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-3,3,1,0.2302,Fl,1,Fl,0.2302,0,0,1,1,N,0,0.048,"I do not think there are any seeds, an empty pod?",
DONE,13,9.88,c,171,open,open,,9-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,0.2,Fl,1,Fl,0.2,0,0,1,1,N,0,0.0356,"I do not think there are any seeds, an empty pod?",
DONE,15,11.4,c,195,bagged,cntrl,16-Aug-21,10-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,0.1037,Fl,1,Dried,0.1037,0,0,1,1,N,0,0.0697,,
DONE,10,7.6,b,141,cross,cross,16-Aug-21,7-Jul-21,KCE,KCE,early,early,935,3,935,9:35:00 AM,pod-1,1,1,1.4064,Fl,1,Fl,1.4064,1,1,1,2,N,0,0.2919,,
DONE,9,6.84,b,119,cross,cross,16-Aug-21,7-Jul-21,YD,YD,early,early,957,3,957,9:57:00 AM,pod-1,1,1,1.5733,Fl,1,Fl,1.5733,1,1,1,2,N,0,0.3786,,
DONE,10,7.6,b,139,cross,cross,,7-Jul-21,KCE,KCE,mid,early,1018,4,1018,10:18:00 AM,pod-1,1,1,1.8347,Fl,1,Fl,1.8347,1,1,1,2,N,0,0.4449,,
DONE,5,3.8,a,76,cross,cross,16-Aug-21,8-Jul-21,MR,MR,mid,early,1030,4,1030,10:30:00 AM,pod-1,1,1,1.5296,Fl,1,Fl,1.5296,1,1,1,2,N,0,0.3394,,
DONE,4,3.04,a,68,cross,cross,,6-Jul-21,KCE,KCE,mid,early,1038,4,1038,10:38:00 AM,pod-1,1,1,1.3183,Fl,1,Fl,1.3183,1,1,1,2,N,0,0.3526,,
DONE,4,3.04,a,62,cross,cross,16-Aug-21,6-Jul-21,KCE,KCE,mid,mid,1159,5,1159,11:59:00 AM,pod-1,1,1,1.1416,Fl,1,Fl,1.1416,1,1,1,2,N,0,0.2715,,
DONE,4,3.04,a,62,cross,cross,16-Aug-21,6-Jul-21,KCE,KCE,afternoon,afternoon,1201,6,1201,12:01:00 PM,pod-2,2,1,1.34,Fl,1,Fl,1.34,1,1,1,2,N,0,0.3193,,
DONE,10,7.6,b,135,bagged,cntrl,,8-Jul-21,KCE,NA,NA,NA,1330,7,1330,1:30:00 PM,pod-1,1,1,1.7675,Fl,1,Fl,1.7675,1,1,1,2,N,0,0.4642,,
DONE,10,7.6,b,135,bagged,cntrl,16-Aug-21,8-Jul-21,,NA,NA,NA,1330,7,1330,1:30:00 PM,pod-2,2,1,0.7499,Fl,1,Fl,0.7499,1,1,1,2,N,0,0.1402,,
,2,1.52,a,33,bagged,bagged,,5-Jul-21,KCE,NA,NA,NA,1600,10,1600,4:00:00 PM,pod-2,2,1,0.6819,Fl,1,Fl,0.6819,1,1,1,2,N,0,0.1745,,
DONE,1,0.76,a,3,open,open,,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.9786,Fl,1,Fl,1.9786,1,1,1,2,N,0,0.5015,,
DONE,2,1.52,a,12,bagged,bagged,,8-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.063,Fl,1,Fl,2.063,1,1,1,2,N,0,0.5295,,
,2,1.52,a,26,bagged,bagged,16-Aug-21,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-5,5,1,1.5766,Fl,1,Fl,1.5766,1,1,1,2,N,0,0.3638,,
DONE,2,1.52,a,27,bagged,closed,16-Aug-21,5-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.4222,Fl,1,Fl,1.4222,1,1,1,2,N,0,0.3502,,
DONE??,2,1.52,a,30,bagged,bagged,,5-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,0.07118,Fl,1,Fl,0.07118,1,1,1,2,N,0,0.1904,,
,2,1.52,a,33,bagged,bagged,,5-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-3,3,1,1.072,Fl,1,Fl,1.072,1,1,1,2,N,0,0.2714,,
DONE,2,1.52,a,14,open,open,,11-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.3213,Fl,1,Fl,1.3213,1,1,1,2,N,0,0.3206,,
DONE,2,1.52,a,20,open,open,,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.6322,Fl,1,Fl,1.6322,1,1,1,2,N,0,0.4893,,
,3,2.28,a,37,bagged,bagged,16-Aug-21,5-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.264,Fl,1,Fl,1.264,1,1,1,2,N,0,0.2763,,
DONE,3,2.28,a,39,bagged,bagged,16-Aug-21,5-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.4085,Fl,1,Fl,2.4085,1,1,1,2,N,0,0.5867,,
DONE,3,2.28,a,39,bagged,bagged,16-Aug-21,5-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,0.6411,Fl,1,Fl,0.6411,1,1,1,2,N,0,0.1815,,
DONE??,4,3.04,a,58,bagged,bagged,,6-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-8,8,1,1.1957,Fl,1,Fl,1.1957,1,1,1,2,N,0,0.2876,,
DONE,4,3.04,a,67,open,open,16-Aug-21,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.9518,Fl,1,Fl,1.9518,1,1,1,2,N,0,0.4711,,
DONE,5,3.8,a,93,bagged,bagged,16-Aug-21,6-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-5,5,1,1.7199,Fl,1,Fl,1.7199,1,1,1,2,N,0,0.4497,,
DONE,5,3.8,a,88,open,open,16-Aug-21,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-3,3,1,1.9733,Fl,1,Fl,1.9733,1,1,1,2,N,0,0.4737,,
DONE,5,3.8,a,90,open,open,16-Aug-21,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.2502,Fl,1,Fl,2.2502,1,1,1,2,N,0,0.5542,,
DONE,6,4.56,b,95,open,open,16-Aug-21,7-Jul-21,NA,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.6523,Fl,1,Fl,1.6523,1,1,1,2,N,0,0.4105,,
DONE,7,5.32,b,105,open,open,16-Aug-21,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.6124,Fl,1,Fl,2.6124,1,1,1,2,N,0,0.6319,,
DONE,7,5.32,b,222,open,open,16-Aug-21,7-Jul-21,YD,NA,NA,NA,NA,,NA,NA,pod-3,3,1,2.5233,Fl,1,Fl,2.5233,1,1,1,2,N,0,0.5919,,
DONE,8,6.08,b,110,bagged,bagged,16-Aug-21,7-Jul-21,YD,NA,NA,NA,NA,,NA,NA,pod-3,3,1,1.7994,Fl,1,Fl,1.7994,1,1,1,2,N,0,0.4289,,
,8,6.08,b,111,bagged,bagged,16-Aug-21,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.2964,Fl,1,Fl,1.2964,1,1,1,2,N,0,0.314,,
DONE*,8,6.08,b,115,bagged,bagged,16-Aug-21,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.4023,Fl,1,Fl,1.4023,1,1,1,2,N,0,0.3022,,
DONE,8,6.08,b,108,open,open,16-Aug-21,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.6646,Fl,1,Fl,2.6646,1,1,1,2,N,0,0.6451,,
DONE,9,6.84,b,204,bagged,bagged,16-Aug-21,,AE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.2466,Fl,1,Fl,1.2466,1,1,1,2,N,0,0.2762,,
DONE,10,7.6,b,129,bagged,bagged,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-7,7,1,1.5349,Fl,1,Fl,1.5349,1,1,1,2,N,0,0.4009,,
DONE,10,7.6,b,129,bagged,bagged,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-8,8,1,2.0961,Fl,1,Fl,2.0961,1,1,1,2,N,0,0.5316,,
DONE,10,7.6,b,133,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-4,4,1,1.3476,Fl,1,Fl,1.3476,1,1,1,2,N,0,0.3377,,
DONE,10,7.6,b,133,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-5,5,1,1.2657,Fl,1,Fl,1.2657,1,1,1,2,N,0,0.3301,,
DONE,10,7.6,b,134,open,open,,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-3,3,1,1.677,Fl,1,Fl,1.677,1,1,1,2,N,0,0.4226,,
DONE,10,7.6,b,134,open,open,,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-4,4,1,1.259,Fl,1,Fl,1.259,1,1,1,2,N,0,0.3291,,
DONE,11,8.36,c,154,bagged,cntrl,16-Aug-21,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.162,Fl,1,Fl,1.162,1,1,1,2,N,0,0.2689,,
DONE,11,8.36,c,154,bagged,cntrl,16-Aug-21,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.7514,Fl,1,Fl,1.7514,1,1,1,2,N,0,0.3898,,
,11,8.36,c,216,bagged,bagged,,last 2 weeks july,AE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,0.7652,Fl,1,Fl,0.7652,1,1,1,2,N,0,0.2922,,
,13,9.88,c,169,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.6608,Fl,1,Fl,1.6608,1,1,1,2,N,0,0.4179,,
,13,9.88,c,169,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-4,4,1,1.5221,Fl,1,Fl,1.5221,1,1,1,2,N,0,0.4635,,
,13,9.88,c,177,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.3413,Fl,1,Fl,1.3413,1,1,1,2,N,0,0.2877,,
,13,9.88,c,177,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-4,4,1,1.2067,Fl,1,Fl,1.2067,1,1,1,2,N,0,0.2577,,
DONE,13,9.88,c,180,bagged,cntrl,,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.1121,Fl,1,Fl,1.1121,1,1,1,2,N,0,0.2838,,
DONE,13,9.88,c,170,open,open,16-Aug-21,6-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,0.9133,Fl,1,Fl,0.9133,1,1,1,2,N,0,0.1789,,
DONE,14,10.64,c,184,bagged,cntrl,13-Aug-21,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.5,Fl,1,Fl,1.5,1,1,1,2,N,0,0.3761,,
,14,10.64,c,190,bagged,cntrl,16-Aug-21,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.9894,Fl,1,Fl,1.9894,1,1,1,2,N,0,0.5282,,
DONE,15,11.4,c,192,bagged,cntrl,13-Aug-21,9-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.8,Fl,1,Fl,1.8,1,1,1,2,N,0,0.4375,,
,15,11.4,c,194,bagged,cntrl,13-Aug-21,9-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.4,Fl,1,Fl,1.4,1,1,1,2,N,0,0.316,,
DONE,16,12.16,c,203,bagged,cntrl,13-Aug-21,9-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.2,Fl,1,Fl,1.2,1,1,1,2,N,0,0.2924,,
DONE,4,3.04,a,69,cross,cross,,6-Jul-21,KCE,KCE,mid,early,1031,4,1031,10:31:00 AM,pod-1,1,1,2.7074,Fl,1,Fl,2.7074,2,2,1,3,Y,1,0.6712,,
DONE,6,4.56,b,102,bagged,bagged,16-Aug-21,6-Jul-21,,NA,NA,NA,1425,8,1425,2:25pm,pod-2,2,1,3.8395,Fl,1,Fl,3.8395,2,2,1,3,Y,1,0.9466,,
DONE,13,9.88,c,172,bagged,cntrl,,7-Jul-21,,NA,NA,NA,1915,12,1915,1915,pod-2,2,1,2.2,Fl,1,Fl,2.2,2,2,1,3,Y,1,0.6034,,
,14,10.64,c,191,bagged,cntrl,13-Aug-21,7-Jul-21,KCE,NA,NA,NA,1931,12,1931,1931,pod-2,2,1,2.3,Fl,1,Fl,2.3,2,2,1,3,Y,1,0.5992,,
,1,0.76,a,8,open,open,,11-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.7453,Fl,1,Fl,2.7453,2,2,1,3,Y,1,0.7034,,
DONE,1,0.76,a,11,open,open,,11-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.9149,Fl,1,Fl,2.9149,2,2,1,3,Y,1,0.763,,
DONE,2,1.52,a,12,bagged,bagged,,8-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-3,3,1,2.1583,Fl,1,Fl,2.1583,2,2,1,3,Y,1,0.535,,
,2,1.52,a,33,bagged,bagged,,5-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.7577,Fl,1,Fl,1.7577,2,2,1,3,Y,1,0.479,,
,3,2.28,a,37,bagged,bagged,16-Aug-21,5-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-4,4,1,3.3579,Fl,1,Fl,3.3579,2,2,1,3,Y,1,0.8152,,
DONE,6,4.56,b,95,open,open,16-Aug-21,7-Jul-21,NA,NA,NA,NA,NA,,NA,NA,pod-3,3,1,2.1166,Fl,1,Fl,2.1166,2,2,1,3,Y,1,0.5541,,
DONE,6,4.56,b,98,open,open,16-Aug-21,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-3,3,1,2.3518,Fl,1,Fl,2.3518,2,2,1,3,Y,1,0.5922,,
DONE,7,5.32,b,222,open,open,16-Aug-21,7-Jul-21,YD,NA,NA,NA,NA,,NA,NA,pod-5,5,1,3.2637,Fl,1,Fl,3.2637,2,2,1,3,Y,1,0.7762,,
DONE,9,6.84,b,204,bagged,bagged,16-Aug-21,,AE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.078,Fl,1,Fl,2.078,2,2,1,3,Y,1,0.4557,,
,9,6.84,b,212,open,open,24-Aug-21,16-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.1482,Fl,1,Fl,2.1482,2,2,1,3,Y,1,0.7136,found in Dec 202l,
DONE,10,7.6,b,127,open,open,16-Aug-21,11-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-3,3,1,2.4246,Fl,1,Fl,2.4246,2,2,1,3,Y,1,0.6053,,
DONE,10,7.6,b,127,open,open,16-Aug-21,11-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-4,4,1,2.85,Fl,1,Fl,2.85,2,2,1,3,Y,1,0.6806,,
DONE,10,7.6,b,132,open,open,16-Aug-21,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-6,6,1,1.8969,Fl,1,Fl,1.8969,2,2,1,3,Y,1,0.4008,small seeds,
DONE,11,8.36,c,155,open,open,,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-3,3,1,1.8304,Fl,1,Fl,1.8304,2,2,1,3,Y,1,0.4616,1 undev is empty pocket,
DONE,13,9.88,c,170,open,open,,6-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.7,Fl,1,Fl,1.7,2,2,1,3,Y,1,0.4088,,
DONE,15,11.4,c,192,bagged,cntrl,13-Aug-21,9-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.6,Fl,1,Fl,1.6,2,2,1,3,Y,1,0.3633,,
DONE,15,11.4,c,192,bagged,cntrl,13-Aug-21,9-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-3,3,1,2.1,Fl,1,Fl,2.1,2,2,1,3,Y,1,0.5007,,
,15,11.4,c,194,bagged,cntrl,13-Aug-21,9-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.5,Fl,1,Fl,2.5,2,2,1,3,Y,1,0.5743,,
DONE,16,12.16,c,203,bagged,cntrl,13-Aug-21,9-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.2,Fl,1,Fl,2.2,2,2,1,3,Y,1,0.5134,,
DONE,10,7.6,b,134,open,open,,7-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,3.7589,Fl,1,Fl,3.7589,3,3,1,4,Y,1,0.9991,,
,14,10.64,c,191,bagged,cntrl,13-Aug-21,7-Jul-21,KCE,NA,NA,NA,1931,12,1931,1931,pod-1,1,1,0.2,Fl,1,Dried,0.2,0,0,2,2,N,0,0.1695,,
DONE,1,0.76,a,11,open,open,,11-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,0.9648,Fl,1,Fl,0.9648,0,0,2,2,N,0,0.221,brown spots on pod,
??,3,2.28,a,38,open,open,24-Aug-21,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-6,6,1,NA,Fl,1,Dried,NA,0,0,2,2,N,0,0.2721,,
DONE,9,6.84,b,123,open,open,,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-2,2,1,0.1673,Fl,1,Dried,0.1673,0,0,2,2,N,0,0.1596,,
DONE,1,0.76,a,7,open,open,,11-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-3,3,1,1.9033,Fl,1,Fl,1.9033,1,1,2,3,N,0,0.5065,,
,3,2.28,a,37,bagged,bagged,16-Aug-21,5-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-3,3,1,1.0018,Fl,1,Fl,1.0018,1,1,2,3,N,0,0.2321,,
Double check,3,2.28,a,41,open,open,,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-3,3,1,2.548,Fl,1,Fl,2.548,1,1,2,3,N,0,0.6271,,
Double check,3,2.28,a,41,open,open,,7-Jul-21,MR,NA,NA,NA,NA,,NA,NA,pod-5,5,1,2.0072,Fl,1,Fl,2.0072,1,1,2,3,N,0,0.5138,,
,8,6.08,b,111,bagged,bagged,16-Aug-21,7-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-2,2,1,1.4273,Fl,1,Fl,1.4273,1,1,2,3,N,0,0.33,,
DONE,10,7.6,b,127,open,open,16-Aug-21,11-Jul-21,KCE,NA,NA,NA,NA,,NA,NA,pod-2,2,1,2.5681,Fl,1,Fl,2.5681,1,1,2,3,N,0,0.5516,,
DONE,15,11.4,c,199,open,open,16-Aug-21,6-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,2.6402,Fl,1,Fl,2.6402,1,1,2,3,N,0,0.5962,,
DONE,15,11.4,c,200,open,open,13-Aug-21,9-Jul-21,,NA,NA,NA,NA,,NA,NA,pod-1,1,1,1.3,Fl,1,Fl,1.3,1,1,2,3,N,0,0.3055,44386,200(prev199)
,8,6.08,b,112,cross,cross,,8-Jul-21,KCE,KCE,early,early,715,1,715,,pod-1,1,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,,
,5,3.8,a,82,cross,cross,,8-Jul-21,MR,MR,early,early,810,2,810,,pod-1,1,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,,
,4,3.04,a,74,cross,cross,,6-Jul-21,KCE,KCE,early,early,826,2,826,,pod-2,2,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,,
,8,6.08,b,107,cross,cross,,8-Jul-21,KCE,KCE,early,early,832,2,832,,pod-1,1,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,,
,8,6.08,b,107,cross,cross,,8-Jul-21,KCE,KCE,early,early,832,2,832,,pod-2,2,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,,
,13,9.88,c,175,cross,cross,,9-Jul-21,KCE,KCE,early,early,833,2,833,,pod-1,1,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,,
,10,7.6,b,143,cross,cross,,7-Jul-21,KCE,KCE,early,early,835,2,835,,pod-1,1,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,,
,10,7.6,b,143,cross,cross,,7-Jul-21,KCE,KCE,early,early,837,2,837,,pod-2,2,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,,
,10,7.6,b,144,cross,cross,,7-Jul-21,KCE,KCE,early,early,837,2,837,,pod-2,2,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,D:715AM,
,10,7.6,b,128,cross,cross,,8-Jul-21,YD,YD,early,early,838,2,838,,pod-1,1,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,,
,5,3.8,a,81,cross,cross,,8-Jul-21,MR,MR,early,early,845,2,845,,pod-1,1,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,OPENED AT 800,
,4,3.04,a,74,cross,cross,,6-Jul-21,KCE,KCE,early,early,846,2,846,,pod-3,3,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,,
,3,2.28,a,45,cross,cross,,6-Jul-21,YD,YD,early,early,847,2,847,,pod-1,1,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,,
,10,7.6,b,227,cross,cross,,7-Jul-21,KCE,KCE,early,early,850,2,850,,pod-2,2,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,,
,3,2.28,a,43,cross,cross,,8-Jul-21,KCE,KCE,early,early,851,2,851,,pod-1,1,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,,
,3,2.28,a,42,cross,cross,,8-Jul-21,KCE,KCE,early,early,855,2,855,,pod-1,1,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,,
,5,3.8,a,84,cross,cross,,8-Jul-21,MR,MR,early,early,900,3,900,,pod-1,1,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,OPENED 825,
,10,7.6,b,144,cross,cross,,7-Jul-21,KCE,KCE,early,early,900,3,900,,pod-3,3,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,D:720AM,
,11,8.36,c,228,cross,cross,,8-Jul-21,YD,YD,early,early,902,3,902,,pod-1,1,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,,
,10,7.6,b,145,cross,cross,,7-Jul-21,KCE,KCE,early,early,903,3,903,,pod-1,1,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,D:648 (AM OR pm),
,4,3.04,a,74,cross,cross,,6-Jul-21,KCE,KCE,early,early,904,3,904,,pod-1,1,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,,
,10,7.6,b,145,cross,cross,,7-Jul-21,KCE,KCE,early,early,905,3,905,,pod-2,2,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,D:645 (AM OR pm),
,9,6.84,b,118,cross,cross,,7-Jul-21,YD,YD,early,early,906,3,906,,pod-2,2,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,d:900,
,3,2.28,a,44,cross,cross,,8-Jul-21,KCE,KCE,early,early,908,3,908,,pod-1,1,0,NA,A,0,A,A,0,NA,NA,0,NA,NA,NA,,
